,term1,term2,value
31490,alimento, semente,1
31491,alimento, solo,1
31492,alimento, subnutrição,1
31493,alimento, subtropical,1
31494,alimento, suficiente,1
31495,alimento, suplementar,1
31496,alimento, tratamento,1
31497,alimento, tropical,1
31498,alimento, térmico,1
31499,alimento, vacar,1
31500,alimento, vampiricida,1
31501,alimento, velho,1
31502,alimento, ácer,1
31503,alimento, ácido,1
31504,alimento, órgão,1
31505,boca, bactéria,1
31506,boca, bezerro,1
31507,boca, botijo,1
31508,boca, cobrir,1
31509,boca, cordão,1
31510,boca, cuidado,1
31511,boca, dedo,1
31512,boca, entrar,1
31513,boca, ferimento,1
31514,boca, fetal,1
31515,boca, gargalo,1
31516,boca, infectar,1
31517,boca, infecçãar,1
31518,boca, matar,1
31519,boca, membrana,1
31520,boca, muco,1
31521,boca, mucoso,1
31522,boca, máximo,1
31523,boca, nariz,1
31524,boca, novilho,1
31525,boca, olho,1
31526,boca, temperatura,1
31527,boca, tintura,1
31528,boca, umbilical,1
31529,boca, unha,1
31530,boca, vidro,1
31531,carboidrato, baixo,1
31532,carboidrato, bom,1
31533,carboidrato, fenação,1
31534,carboidrato, forragem,1
31535,carboidrato, gramínea,1
31536,carboidrato, leguminoso,1
31537,carboidrato, solúvel,1
31538,carboidrato, teor,1
31539,estolonífera, animais,1
31540,estolonífera, baixo,1
31541,estolonífera, bermuda,1
31542,estolonífera, broto,1
31543,estolonífera, ciclo,1
31544,estolonífera, fotossintético,1
31545,estolonífera, grande,1
31546,estolonífera, método,1
31547,estolonífera, pastejo,1
31548,estolonífera, perene,1
31549,estolonífera, planta,1
31550,estolonífera, prostrar,1
31551,estolonífera, rasteiro,1
31552,estolonífera, rizomatoso,1
31553,estolonífera, subtropical,1
31554,estolonífera, sulco,1
31555,terraço, avear,1
31556,terraço, fértil,1
31557,terraço, grande,1
31558,terraço, inundação,1
31559,terraço, leito,1
31560,terraço, plantio,1
31561,heterozigoto, acasalamento,1
31562,heterozigoto, homozigoto,1
31563,heterozigoto, maneira,1
31564,heterozigoto, mochar,1
31565,heterozigoto, presença,1
31566,epitelial, célula,1
31567,epitelial, glóbulo,1
31568,epitelial, pequeno,1
31569,epitelial, somático,1
31570,aquoso, abdômen,1
31571,aquoso, alto,1
31572,aquoso, amarelar,1
31573,aquoso, clínico,1
31574,aquoso, diarreia,1
31575,aquoso, dor,1
31576,aquoso, febre,1
31577,aquoso, morte,1
31578,aquoso, presença,1
31579,aquoso, prostração,1
31580,aquoso, pus,1
31581,aquoso, sintoma,1
31582,iodar, cobre,1
31583,iodar, cítrico,1
31584,iodar, doença,1
31585,iodar, enxofre,1
31586,iodar, flúor,1
31587,iodar, fósforar,1
31588,iodar, fósforo,1
31589,iodar, magnésio,1
31590,iodar, manganês,1
31591,iodar, máximo,1
31592,iodar, pequeno,1
31593,iodar, solubilidade,1
31594,iodar, ácer,1
31595,fervente, meio,1
31596,fervente, quente,1
31597,fervente, raspadeira,1
31598,fibroso, afetar,1
31599,fibroso, capim,1
31600,fibroso, colhedeira,1
31601,fibroso, cortar,1
31602,fibroso, glândula,1
31603,fibroso, palpação,1
31604,fibroso, parte,1
31605,fibroso, quarto,1
31606,fibroso, tecer,1
31607,fibroso, tecido,1
31608,coágulo, aguar,1
31609,coágulo, apatia,1
31610,coágulo, apetite,1
31611,coágulo, brusco,1
31612,coágulo, clínico,1
31613,coágulo, desidratação,1
31614,coágulo, febre,1
31615,coágulo, floco,1
31616,coágulo, fácil,1
31617,coágulo, inchar,1
31618,coágulo, inflamação,1
31619,coágulo, perda,1
31620,coágulo, pus,1
31621,coágulo, vaca,1
31622,aquecedor, caldeira,1
31623,aquecedor, desagradável,1
31624,aquecedor, detergente,1
31625,aquecedor, elétrico,1
31626,aquecedor, espuma,1
31627,aquecedor, incrustação,1
31628,aquecedor, odor,1
31629,aquecedor, quente,1
31630,aquecedor, sabão,1
31631,aquecedor, tubulação,1
31632,aquecedor, vapor,1
31633,aquecedor, água,1
31634,diarreia, agente,1
31635,diarreia, albumina,1
31636,diarreia, apetite,1
31637,diarreia, aquoso,1
31638,diarreia, arrepiar,1
31639,diarreia, bactericida,1
31640,diarreia, base,1
31641,diarreia, bezerro,1
31642,diarreia, bovina,1
31643,diarreia, brilho,1
31644,diarreia, campilobacteriose,1
31645,diarreia, cauda,1
31646,diarreia, corrente,1
31647,diarreia, cuidado,1
31648,diarreia, descamação,1
31649,diarreia, doente,1
31650,diarreia, dor,1
31651,diarreia, efeito,1
31652,diarreia, elevar,1
31653,diarreia, estressar,1
31654,diarreia, excesso,1
31655,diarreia, excitabilidade,1
31656,diarreia, fator,1
31657,diarreia, flanco,1
31658,diarreia, frio,1
31659,diarreia, globulina,1
31660,diarreia, incidência,1
31661,diarreia, instalação,1
31662,diarreia, medicamento,1
31663,diarreia, olho,1
31664,diarreia, orelha,1
31665,diarreia, parte,1
31666,diarreia, pele,1
31667,diarreia, pneumonia,1
31668,diarreia, principal,1
31669,diarreia, prostração,1
31670,diarreia, protozoário,1
31671,diarreia, prurir,1
31672,diarreia, rebanho,1
31673,diarreia, respiratório,1
31674,diarreia, respiração,1
31675,diarreia, sanguíneo,1
31676,diarreia, sanitário,1
31677,diarreia, sucedâneo,1
31678,diarreia, taxa,1
31679,diarreia, tricomonose,1
31680,diarreia, utensílio,1
31681,diarreia, uterino,1
31682,diarreia, vento,1
31683,diarreia, vitalidade,1
31694,vapor, aquecedor,1
31695,vapor, ar,1
31696,vapor, caldeira,1
31697,vapor, desagradável,1
31698,vapor, detergente,1
31699,vapor, elétrico,1
31700,vapor, espuma,1
31701,vapor, evaporação,1
31702,vapor, incrustação,1
31703,vapor, lançar,1
31704,vapor, odor,1
31705,vapor, quente,1
31706,vapor, sabão,1
31707,vapor, sistema,1
31708,vapor, temperatura,1
31709,vapor, tubulação,1
31710,vapor, água,1
31724,mamar, agente,1
31725,mamar, anticorpo,1
31726,mamar, desaleitar,1
31727,mamar, descer,1
31728,mamar, desinfecção,1
31729,mamar, desmamar,1
31730,mamar, doença,1
31731,mamar, estimular,1
31732,mamar, garantir,1
31733,mamar, gordura,1
31734,mamar, grande,1
31735,mamar, imunidade,1
31736,mamar, infecção,1
31737,mamar, intramamária,1
31738,mamar, lactação,1
31739,mamar, lactose,1
31740,mamar, maneira,1
31741,mamar, medida,1
31742,mamar, mineral,1
31743,mamar, objetivo,1
31744,mamar, pequeno,1
31745,mamar, precoce,1
31746,mamar, presença,1
31747,mamar, procedimento,1
31748,mamar, proteína,1
31749,mamar, raça,1
31750,mamar, vitamina,1
31751,mamar, zebuína,1
31752,mamar, água,1
31753,desaleitamento, bom,1
31754,desaleitamento, cerca,1
31755,desaleitamento, concentrar,1
31756,desaleitamento, consumir,1
31757,desaleitamento, cuidado,1
31758,desaleitamento, fácil,1
31759,desaleitamento, grande,1
31760,desaleitamento, mamar,1
31761,desaleitamento, mãe,1
31762,desaleitamento, pequeno,1
31763,portadora, afetar,1
31764,portadora, agente,1
31765,portadora, alimento,1
31766,portadora, animal,1
31767,portadora, bernes,1
31768,portadora, cirúrgico,1
31769,portadora, contaminar,1
31770,portadora, corporal,1
31771,portadora, criptorquidia,1
31772,portadora, descendente,1
31773,portadora, doente,1
31774,portadora, doença,1
31775,portadora, ectoparasita,1
31776,portadora, escrotal,1
31777,portadora, fértil,1
31778,portadora, genético,1
31779,portadora, monórquidos,1
31780,portadora, ovário,1
31781,portadora, reprodutor,1
31782,portadora, testicular,1
31783,portadora, vaca,1
31784,portadora, via,1
31785,portadora, água,1
31786,derivar, argila,1
31787,derivar, argiluviação,1
31788,derivar, bovino,1
31789,derivar, compactação,1
31790,derivar, contaminação,1
31791,derivar, excesso,1
31792,derivar, fluido,1
31793,derivar, homeopatia,1
31794,derivar, lácteo,1
31795,derivar, microbiano,1
31796,derivar, planta,1
31797,derivar, prateleira,1
31798,derivar, químico,1
31799,derivar, rendimento,1
31800,derivar, sensorial,1
31801,derivar, vacina,1
31802,lento, anemia,1
31803,lento, apetite,1
31804,lento, baixo,1
31805,lento, cobertura,1
31806,lento, confiança,1
31807,lento, droga,1
31808,lento, espécie,1
31809,lento, infecção,1
31810,lento, naturalizar,1
31811,lento, pastejo,1
31812,lento, perda,1
31813,lento, perfilhamento,1
31814,lento, permanente,1
31815,lento, rebanhar,1
31816,lento, recurso,1
31817,lento, seco,1
31818,lento, sintoma,1
31819,lento, solo,1
31820,lento, terapia,1
31821,lento, terapêutico,1
31822,lento, vaca,1
31823,genoma, agente,1
31824,genoma, animal,1
31825,genoma, cromossomo,1
31826,genoma, doença,1
31827,genoma, engenharia,1
31828,genoma, espécie,1
31829,genoma, grande,1
31830,genoma, herdar,1
31831,genoma, hereditário,1
31832,genoma, material,1
31833,genoma, meio,1
31834,genoma, modo,1
31835,genoma, mutação,1
31836,genoma, nucleotídeo,1
31837,genoma, organismo,1
31838,genoma, oócito,1
31839,genoma, parte,1
31840,genoma, pelar,1
31841,genoma, pequeno,1
31842,genoma, sequenciamento,1
31843,genoma, técnico,1
31844,prescrever, antibiótico,1
31845,prescrever, doente,1
31846,prescrever, dosagem,1
31847,prescrever, exame,1
31848,prescrever, examinar,1
31849,prescrever, medicamento,1
31850,prescrever, modo,1
31851,prescrever, procedimento,1
31852,prescrever, reidrata,1
31853,prescrever, terapia,1
31854,febril, aborto,1
31855,febril, doença,1
31856,febril, listeriose,1
31857,febril, mamite,1
31858,febril, micoplasmose,1
31859,febril, salmonelose,1
31860,febril, tuberculose,1
31861,artrópode, agente,1
31862,artrópode, enfermidade,1
31863,organismo, abrigo,1
31864,organismo, agente,1
31865,organismo, agudo,1
31866,organismo, animais,1
31867,organismo, apetite,1
31868,organismo, artificial,1
31869,organismo, bacteriano,1
31870,organismo, bezerro,1
31871,organismo, bicheira,1
31872,organismo, bom,1
31873,organismo, bovino,1
31874,organismo, cancerígeno,1
31875,organismo, cauda,1
31876,organismo, ciclo,1
31877,organismo, cirurgia,1
31878,organismo, cisticercose,1
31879,organismo, comercial,1
31880,organismo, corpo,1
31881,organismo, corporal,1
31882,organismo, célula,1
31883,organismo, desoxirribonucleico,1
31884,organismo, desânimo,1
31885,organismo, dieta,1
31886,organismo, dor,1
31887,organismo, efeito,1
31888,organismo, energético,1
31889,organismo, engenharia,1
31890,organismo, enzima,1
31891,organismo, espécie,1
31892,organismo, febre,1
31893,organismo, feto,1
31894,organismo, físico,1
31895,organismo, gene,1
31896,organismo, genoma,1
31897,organismo, glândula,1
31898,organismo, gordura,1
31899,organismo, hominivorax,1
31900,organismo, humano,1
31901,organismo, infecção,1
31902,organismo, interferir,1
31903,organismo, larva,1
31904,organismo, lugar,1
31905,organismo, mamário,1
31906,organismo, minerais,1
31907,organismo, miíase,1
31908,organismo, modo,1
31909,organismo, molecular,1
31910,organismo, mosca,1
31911,organismo, mãe,1
31912,organismo, norsesquiterpeno,1
31913,organismo, núcleo,1
31914,organismo, parte,1
31915,organismo, pelar,1
31916,organismo, principal,1
31917,organismo, ptaquiloser,1
31918,organismo, quebrar,1
31919,organismo, radiação,1
31920,organismo, samambaia,1
31921,organismo, sintoma,1
31922,organismo, sistema,1
31923,organismo, solo,1
31924,organismo, solubilil,1
31925,organismo, substância,1
31926,organismo, tecido,1
31927,organismo, técnico,1
31928,organismo, tóxico,1
31929,organismo, vaca,1
31930,organismo, velho,1
31931,organismo, ácer,1
31932,organismo, ácidos,1
31933,acesso, anticorpo,1
31934,acesso, ar,1
31935,acesso, baixo,1
31936,acesso, bezerreiro,1
31937,acesso, bovino,1
31938,acesso, casa,1
31939,acesso, cerca,1
31940,acesso, contaminar,1
31941,acesso, contaminação,1
31942,acesso, desinfetar,1
31943,acesso, doente,1
31944,acesso, doença,1
31945,acesso, entrada,1
31946,acesso, estação,1
31947,acesso, forrageira,1
31948,acesso, garantir,1
31949,acesso, instalação,1
31950,acesso, instalações,1
31951,acesso, lactente,1
31952,acesso, limpo,1
31953,acesso, parasita,1
31954,acesso, pastejo,1
31955,acesso, pasto,1
31956,acesso, pequeno,1
31957,acesso, raio,1
31958,acesso, raça,1
31959,acesso, rebanhar,1
31960,acesso, recomendação,1
31961,acesso, rotacionar,1
31962,acesso, sadio,1
31963,acesso, samambaia,1
31964,acesso, seco,1
31965,acesso, sistema,1
31966,acesso, sol,1
31967,acesso, taxa,1
31968,acesso, temperatura,1
31969,acesso, terreno,1
31970,acesso, vaca,1
31971,acesso, zebuíno,1
31972,aparelho, bezerro,1
31973,aparelho, contaminar,1
31974,aparelho, digestivo,1
31975,aparelho, doença,1
31976,aparelho, portadora,1
31977,aparelho, reprodutivo,1
31978,aparelho, respiratório,1
31979,aparelho, vaca,1
31980,macronutriente, bom,1
31981,queimar, agrotóxico,1
31982,queimar, amônio,1
31983,queimar, aproveitar,1
31984,queimar, canavial,1
31985,queimar, capineiro,1
31986,queimar, chuva,1
31987,queimar, cloreto,1
31988,queimar, geada,1
31989,queimar, material,1
31990,queimar, pastagem,1
31991,queimar, pasto,1
31992,queimar, perda,1
31993,queimar, superfosfato,1
31994,embarcadouro, seringa,1
31995,reidrata, médico,1
31996,reidrata, prescrever,1
31997,reidrata, procedimento,1
31998,reidrata, tratamento,1
31999,braquiara, brachiaria,1
32000,braquiara, decumbens,1
32001,braquiara, exigência,1
32002,braquiara, fertilizante,1
32003,braquiara, pastejo,1
32004,braquiara, pequeno,1
32005,infusão, lesão,1
32006,infusão, pelar,1
32007,infusão, risco,1
32008,infusão, tratamento,1
32009,infusão, uterino,1
32010,infusão, vaca,1
32011,infusão, útero,1
32012,modo, acasalar,1
32013,modo, acidente,1
32014,modo, antibiótico,1
32015,modo, análise,1
32016,modo, ar,1
32017,modo, bactéria,1
32018,modo, baia,1
32019,modo, barato,1
32020,modo, base,1
32021,modo, bezerreiro,1
32022,modo, biomedicina,1
32023,modo, bula,1
32024,modo, bulbo,1
32025,modo, chifre,1
32026,modo, concentrar,1
32027,modo, concentração,1
32028,modo, conservante,1
32029,modo, célula,1
32030,modo, descartar,1
32031,modo, dieta,1
32032,modo, digestível,1
32033,modo, diluir,1
32034,modo, doente,1
32035,modo, doença,1
32036,modo, dosagem,1
32037,modo, efeito,1
32038,modo, endogamia,1
32039,modo, engenharia,1
32040,modo, espécie,1
32041,modo, esterco,1
32042,modo, examinar,1
32043,modo, fabricante,1
32044,modo, fator,1
32045,modo, filho,1
32046,modo, foliar,1
32047,modo, fêmeo,1
32048,modo, genoma,1
32049,modo, gestante,1
32050,modo, gestação,1
32051,modo, homozigoto,1
32052,modo, hormônio,1
32053,modo, irrigação,1
32054,modo, magra,1
32055,modo, material,1
32056,modo, mocha,1
32057,modo, mocho,1
32058,modo, molecular,1
32059,modo, médico,1
32060,modo, médio,1
32061,modo, nutriente,1
32062,modo, núcleo,1
32063,modo, odor,1
32064,modo, ordenha,1
32065,modo, organismo,1
32066,modo, orgânico,1
32067,modo, orientar,1
32068,modo, oxitocina,1
32069,modo, parto,1
32070,modo, pastejo,1
32071,modo, pasto,1
32072,modo, patogênico,1
32073,modo, pelar,1
32074,modo, perda,1
32075,modo, permanente,1
32076,modo, pesticidar,1
32077,modo, praga,1
32078,modo, prescrever,1
32079,modo, procedimento,1
32080,modo, procurar,1
32081,modo, proporção,1
32082,modo, proteico,1
32083,modo, proteína,1
32084,modo, puro,1
32085,modo, químico,1
32086,modo, radiação,1
32087,modo, raio,1
32088,modo, ração,1
32089,modo, rebanho,1
32090,modo, rufião,1
32091,modo, sabor,1
32092,modo, seca,1
32093,modo, silagem,1
32094,modo, sintoma,1
32095,modo, sistema,1
32096,modo, sol,1
32097,modo, solo,1
32098,modo, somático,1
32099,modo, suficiente,1
32100,modo, superpastejo,1
32101,modo, terapia,1
32102,modo, terapêutico,1
32103,modo, técnico,1
32104,modo, tóxico,1
32105,modo, variação,1
32106,modo, vegetativo,1
32107,modo, vento,1
32108,modo, ver,1
32109,modo, volumoso,1
32110,modo, zebuína,1
32111,modo, água,1
32112,tênia, cestoide,1
32113,tênia, doença,1
32114,tênia, intestino,1
32115,tênia, ovo,1
32116,oferecer, abrasividade,1
32117,oferecer, alta,1
32118,oferecer, animais,1
32119,oferecer, balancear,1
32120,oferecer, base,1
32121,oferecer, casco,1
32122,oferecer, contaminação,1
32123,oferecer, descendente,1
32124,oferecer, desinteresse,1
32125,oferecer, dieta,1
32126,oferecer, elevar,1
32127,oferecer, esterco,1
32128,oferecer, fator,1
32129,oferecer, forragem,1
32130,oferecer, gir,1
32131,oferecer, grande,1
32132,oferecer, identificar,1
32133,oferecer, leiteiro,1
32134,oferecer, lembrar,1
32135,oferecer, maneira,1
32136,oferecer, manual,1
32137,oferecer, microbiano,1
32138,oferecer, mineral,1
32139,oferecer, monta,1
32140,oferecer, natural,1
32141,oferecer, ordenha,1
32142,oferecer, parto,1
32143,oferecer, pequeno,1
32144,oferecer, planejamento,1
32145,oferecer, população,1
32146,oferecer, proteína,1
32147,oferecer, puro,1
32148,oferecer, raspagem,1
32149,oferecer, raça,1
32150,oferecer, risco,1
32151,oferecer, seca,1
32152,oferecer, seco,1
32153,oferecer, suficiente,1
32154,oferecer, utensílio,1
32155,oferecer, vaca,1
32156,oferecer, vitamina,1
32157,lesão, acrobustite,1
32158,lesão, bezerro,1
32159,lesão, bom,1
32160,lesão, casco,1
32161,lesão, espáduo,1
32162,lesão, grande,1
32163,lesão, indesejável,1
32164,lesão, infecção,1
32165,lesão, infertilidade,1
32166,lesão, infusão,1
32167,lesão, interferir,1
32168,lesão, larva,1
32169,lesão, muscular,1
32170,lesão, ordenha,1
32171,lesão, pelar,1
32172,lesão, penduloso,1
32173,lesão, perder,1
32174,lesão, pescoço,1
32175,lesão, prepucial,1
32176,lesão, quarto,1
